Unnamed: 0,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
2127,dandelion/3584414925_1e6c4b61db_n.jpg,dandelion,yellow,0.06,0.12,0.32
1792,dandelion/15005530987_e13b328047_n.jpg,dandelion,yellow,0.1,0.49,0.11
2440,tulip/14097111174_87a2e7e0c7_n.jpg,tulip,pink,0.08,0.2,0.5
2624,tulip/4561670472_0451888e32_n.jpg,tulip,pink,0.1,0.44,0.11
572,sunflower/9111896677_ff0b6fa6f6_n.jpg,sunflower,yellow,0.09,0.22,0.48
454,daisy/6776075110_1ea7a09dd4_n.jpg,daisy,white,0.08,0.37,0.23
1490,rose/4625089819_55c45a189c.jpg,rose,red,0.08,0.18,0.17
289,daisy/3704305945_a80e60e2f6_m.jpg,daisy,white,0.08,0.43,0.1
286,daisy/14087947408_9779257411_n.jpg,daisy,white,0.05,0.39,0.27
1635,dandelion/7179487220_56e4725195_m.jpg,dandelion,yellow,0.09,0.15,0.49
854,sunflower/4895720722_8247f2015b_n.jpg,sunflower,yellow,0.07,0.41,0.23
2306,tulip/5417115048_3b78d6c875_n.jpg,tulip,pink,0.09,0.13,0.17
2106,dandelion/8684925862_d736e153bf_n.jpg,dandelion,yellow,0.1,0.45,0.2
1543,dandelion/4530848609_02a1d9b791.jpg,dandelion,yellow,0.06,0.18,0.28
1822,dandelion/8209318399_ae72aefdb5.jpg,dandelion,yellow,0.09,0.21,0.19
598,sunflower/15380755137_a2e67839ab_m.jpg,sunflower,yellow,0.07,0.32,0.33
2662,tulip/4587872443_a86c692cb8.jpg,tulip,pink,0.08,0.41,0.24
2401,tulip/11441893003_ab83672800.jpg,tulip,pink,0.08,0.29,0.3
644,sunflower/16656015339_2ccb7cd18d.jpg,sunflower,yellow,0.05,0.41,0.16
234,daisy/4534460263_8e9611db3c_n.jpg,daisy,white,0.05,0.26,0.12
1814,dandelion/9188647508_3b56e62f69.jpg,dandelion,yellow,0.1,0.3,0.42
1336,rose/15236835789_6009b8f33d.jpg,rose,red,0.06,0.23,0.16
189,daisy/7630517248_98fb8bee1f_n.jpg,daisy,white,0.07,0.41,0.43
494,daisy/2877860110_a842f8b14a_m.jpg,daisy,white,0.08,0.48,0.45
1187,rose/19919867648_043cf02fc3.jpg,rose,red,0.1,0.3,0.44
1492,rose/15712574834_2f121c7cf9_m.jpg,rose,red,0.07,0.18,0.47
1871,dandelion/6994931380_a7588c1192_m.jpg,dandelion,yellow,0.06,0.43,0.47
474,daisy/5809489674_5659b3ae5d_n.jpg,daisy,white,0.07,0.49,0.2
1188,rose/6676529655_9672b6f955_m.jpg,rose,red,0.09,0.45,0.4
1182,rose/15922772266_1167a06620.jpg,rose,red,0.08,0.43,0.36
2457,tulip/14073608876_49db8ac97d_n.jpg,tulip,pink,0.09,0.48,0.26
113,daisy/4858518329_7563eb0baa_m.jpg,daisy,white,0.09,0.12,0.19
2493,tulip/4442928974_9672d630b2_n.jpg,tulip,pink,0.06,0.16,0.19
321,daisy/10994032453_ac7f8d9e2e.jpg,daisy,white,0.09,0.13,0.21
1811,dandelion/10437652486_aa86c14985.jpg,dandelion,yellow,0.07,0.44,0.22
1240,rose/12243068283_ee4c2683e2_n.jpg,rose,red,0.1,0.23,0.29
832,sunflower/8292914969_4a76608250_m.jpg,sunflower,yellow,0.06,0.15,0.37
1300,rose/3655527028_0fab2b547d_n.jpg,rose,red,0.1,0.16,0.5
1979,dandelion/6953830582_8525e0423c_n.jpg,dandelion,yellow,0.06,0.39,0.29
1668,dandelion/17821459748_873101edd0_m.jpg,dandelion,yellow,0.08,0.29,0.28
1969,dandelion/5109496141_8dcf673d43_n.jpg,dandelion,yellow,0.1,0.23,0.32
732,sunflower/6606815161_3c4372760f.jpg,sunflower,yellow,0.06,0.19,0.13
950,sunflower/20183071136_c297e74fcc_m.jpg,sunflower,yellow,0.08,0.39,0.26
935,sunflower/9783416751_b2a03920f7_n.jpg,sunflower,yellow,0.07,0.34,0.3
2074,dandelion/17047385027_8fd510e164_n.jpg,dandelion,yellow,0.1,0.26,0.35
1232,rose/15184419268_7230e9728e.jpg,rose,red,0.09,0.3,0.35
2323,tulip/17908793211_ff0f1f81d3_n.jpg,tulip,pink,0.08,0.41,0.39
1836,dandelion/11775820493_10fedf4bff_n.jpg,dandelion,yellow,0.05,0.49,0.43
1164,rose/7302931078_30054c1970_n.jpg,rose,red,0.07,0.44,0.37
117,daisy/2611119198_9d46b94392.jpg,daisy,white,0.07,0.46,0.33
518,sunflower/6125761554_4e72819ce4_m.jpg,sunflower,yellow,0.06,0.43,0.28
1473,rose/12165480946_c4a3fe182d_n.jpg,rose,red,0.06,0.21,0.39
293,daisy/14507818175_05219b051c_m.jpg,daisy,white,0.08,0.48,0.37
2339,tulip/17469578564_35a8360f58.jpg,tulip,pink,0.09,0.25,0.4
1177,rose/4951581805_b049304f1b_n.jpg,rose,red,0.06,0.41,0.16
1103,rose/16666836810_216f50e9c3_m.jpg,rose,red,0.1,0.18,0.49
739,sunflower/21728822928_9f6817325a_n.jpg,sunflower,yellow,0.05,0.36,0.27
258,daisy/3706420943_66f3214862_n.jpg,daisy,white,0.05,0.39,0.35
206,daisy/5135131051_102d4878ca_n.jpg,daisy,white,0.05,0.24,0.39
953,sunflower/7176736574_14446539cb_n.jpg,sunflower,yellow,0.08,0.47,0.43
527,sunflower/14121915990_4b76718077_m.jpg,sunflower,yellow,0.06,0.28,0.33
229,daisy/15029936576_8d6f96c72c_n.jpg,daisy,white,0.07,0.13,0.42
1433,rose/9309388105_12c0b8dd54_m.jpg,rose,red,0.07,0.33,0.4
2740,tulip/8729501081_b993185542_m.jpg,tulip,pink,0.08,0.23,0.48
1735,dandelion/17220096449_0e535989f0_n.jpg,dandelion,yellow,0.08,0.46,0.48
1414,rose/3621011057_0d03bd171b_n.jpg,rose,red,0.06,0.45,0.4
2370,tulip/13903946578_187f904c9a_n.jpg,tulip,pink,0.08,0.11,0.12
2065,dandelion/6495802659_98b57e0cca_m.jpg,dandelion,yellow,0.08,0.17,0.35
2729,tulip/17199496791_3caaf5e278_m.jpg,tulip,pink,0.07,0.4,0.27
2526,tulip/18378581986_5cd1494d08_n.jpg,tulip,pink,0.09,0.44,0.41
606,sunflower/15243175532_ac28c48e14_m.jpg,sunflower,yellow,0.1,0.14,0.1
2009,dandelion/6208857436_14a65fe4af_n.jpg,dandelion,yellow,0.09,0.43,0.16
78,daisy/5773652803_574b51414f_n.jpg,daisy,white,0.08,0.29,0.36
1975,dandelion/6954604340_d3223ed296_m.jpg,dandelion,yellow,0.07,0.46,0.45
296,daisy/13977181862_f8237b6b52.jpg,daisy,white,0.07,0.49,0.11
1617,dandelion/4633792226_80f89c89ec_m.jpg,dandelion,yellow,0.1,0.31,0.21
14,daisy/3504430338_77d6a7fab4_n.jpg,daisy,white,0.06,0.45,0.13
994,sunflower/14921668662_3ffc5b9db3_n.jpg,sunflower,yellow,0.09,0.39,0.29
2447,tulip/7448453762_aea8739f1b.jpg,tulip,pink,0.05,0.44,0.33
58,daisy/11870378973_2ec1919f12.jpg,daisy,white,0.08,0.19,0.12
2037,dandelion/14085038920_2ee4ce8a8d.jpg,dandelion,yellow,0.08,0.41,0.36
567,sunflower/4932735566_2327bf319a.jpg,sunflower,yellow,0.08,0.35,0.39
756,sunflower/16616096711_12375a0260_n.jpg,sunflower,yellow,0.08,0.33,0.27
2234,tulip/8712267813_f7a9be2ec5.jpg,tulip,pink,0.05,0.14,0.4
714,sunflower/19442589512_e733cfea0f.jpg,sunflower,yellow,0.1,0.2,0.47
2502,tulip/16265876844_0a149c4f76.jpg,tulip,pink,0.05,0.43,0.28
1793,dandelion/3581252194_8c976d333a_n.jpg,dandelion,yellow,0.1,0.29,0.28
1296,rose/15202632426_d88efb321a_n.jpg,rose,red,0.06,0.28,0.34
2741,tulip/14866400927_3a59899df3_m.jpg,tulip,pink,0.1,0.21,0.18
457,daisy/14272874304_47c0a46f5a.jpg,daisy,white,0.1,0.4,0.26
1190,rose/9216321995_83df405ea9.jpg,rose,red,0.1,0.48,0.45
1632,dandelion/13651218133_b6eb8e7ed2_m.jpg,dandelion,yellow,0.06,0.42,0.23
588,sunflower/4933229095_f7e4218b28.jpg,sunflower,yellow,0.09,0.31,0.15
344,daisy/18203367608_07a04e98a4_n.jpg,daisy,white,0.05,0.28,0.49
1573,dandelion/7719263062_3c8a307a5d.jpg,dandelion,yellow,0.06,0.43,0.32
825,sunflower/7820626738_3be6a52e4e_n.jpg,sunflower,yellow,0.09,0.44,0.32
2636,tulip/8619064872_dea79a9eb9.jpg,tulip,pink,0.05,0.31,0.17
608,sunflower/20022771089_3cc7e5086d_m.jpg,sunflower,yellow,0.08,0.17,0.48
782,sunflower/9655029591_7a77f87500.jpg,sunflower,yellow,0.09,0.28,0.38
1425,rose/18584002386_cec0df537d_n.jpg,rose,red,0.1,0.3,0.21
2299,tulip/14254839301_ffb19c6445_n.jpg,tulip,pink,0.07,0.39,0.28
2494,tulip/4300258119_b03f2f956e.jpg,tulip,pink,0.09,0.42,0.38
426,daisy/8938566373_d129e7af75.jpg,daisy,white,0.1,0.12,0.41
1412,rose/5182167964_9d1a0be0b8_n.jpg,rose,red,0.09,0.44,0.47
188,daisy/6596277835_9f86da54bb.jpg,daisy,white,0.06,0.38,0.12
1508,dandelion/14128839257_23def53028.jpg,dandelion,yellow,0.1,0.45,0.31
2623,tulip/5635348214_a4e2b19ffe.jpg,tulip,pink,0.06,0.11,0.27
119,daisy/3773181799_5def396456.jpg,daisy,white,0.07,0.19,0.48
275,daisy/6864242336_0d12713fe5_n.jpg,daisy,white,0.06,0.47,0.22
2308,tulip/8686013485_3c4dfbfd1f_n.jpg,tulip,pink,0.06,0.46,0.48
327,daisy/2579018590_74359dcf1a_m.jpg,daisy,white,0.09,0.34,0.32
1730,dandelion/19961979110_fcd8092388_m.jpg,dandelion,yellow,0.05,0.21,0.19
2099,dandelion/4500964841_b1142b50fb_n.jpg,dandelion,yellow,0.05,0.3,0.22
607,sunflower/15191613243_82ee8e0fe8.jpg,sunflower,yellow,0.09,0.28,0.26
36,daisy/3758221664_b19116d61f.jpg,daisy,white,0.06,0.16,0.16
360,daisy/5435522104_1d6a61b431_n.jpg,daisy,white,0.07,0.21,0.19
2286,tulip/4572955407_87f4805c7b.jpg,tulip,pink,0.06,0.23,0.37
2375,tulip/13561912705_e5eeb41433_z.jpg,tulip,pink,0.09,0.15,0.47
160,daisy/8085329197_41d53a21e2_n.jpg,daisy,white,0.09,0.48,0.25
1761,dandelion/16863587471_cc3a6ffb29_m.jpg,dandelion,yellow,0.08,0.33,0.43
2703,tulip/4497976955_3f8c2a21c1_m.jpg,tulip,pink,0.09,0.41,0.1
1497,dandelion/12094442595_297494dba4_m.jpg,dandelion,yellow,0.1,0.34,0.49
2124,dandelion/4290112545_3528055993_m.jpg,dandelion,yellow,0.07,0.15,0.43
1238,rose/20825078671_90b0389c70_m.jpg,rose,red,0.08,0.25,0.39
2072,dandelion/19617425002_b914c1e2ab.jpg,dandelion,yellow,0.07,0.36,0.4
1071,rose/4396642388_3081a38875_n.jpg,rose,red,0.05,0.18,0.46
1629,dandelion/8963359346_65ca69c59d_n.jpg,dandelion,yellow,0.08,0.25,0.14
124,daisy/8696022686_1f8d62c5cb_m.jpg,daisy,white,0.1,0.28,0.37
323,daisy/2520369272_1dcdb5a892_m.jpg,daisy,white,0.09,0.48,0.47
1435,rose/14414100710_753a36fce9.jpg,rose,red,0.09,0.13,0.43
2559,tulip/14097745904_436c4ba1b4_n.jpg,tulip,pink,0.09,0.48,0.13
2100,dandelion/4151883194_e45505934d_n.jpg,dandelion,yellow,0.1,0.41,0.43
91,daisy/3999978867_c67c79597f_m.jpg,daisy,white,0.05,0.29,0.3
2155,tulip/12949131454_4d3392f4dd_n.jpg,tulip,pink,0.09,0.45,0.3
1345,rose/8949720453_66e8304c30.jpg,rose,red,0.09,0.32,0.11
148,daisy/2901376034_cdb4bac26b_m.jpg,daisy,white,0.1,0.26,0.1
1618,dandelion/19626311985_58f1a79da3.jpg,dandelion,yellow,0.07,0.1,0.34
1406,rose/9164900485_605aa12da8.jpg,rose,red,0.07,0.15,0.24
2132,dandelion/3844111216_742ea491a0.jpg,dandelion,yellow,0.06,0.16,0.39
1038,rose/7455236056_b6d71a8dab.jpg,rose,red,0.09,0.38,0.44
1418,rose/14597445311_8acb60247e.jpg,rose,red,0.07,0.4,0.15
1680,dandelion/4862011506_4faf6d127e_n.jpg,dandelion,yellow,0.1,0.24,0.48
1911,dandelion/5109501167_2d9bbb0f27_m.jpg,dandelion,yellow,0.07,0.29,0.46
955,sunflower/21134000558_d7d6c9b1fe_n.jpg,sunflower,yellow,0.08,0.13,0.12
1828,dandelion/19586799286_beb9d684b5.jpg,dandelion,yellow,0.08,0.47,0.45
619,sunflower/14144522269_bc20029375_m.jpg,sunflower,yellow,0.1,0.23,0.4
1436,rose/18389368680_91c24a2087_z.jpg,rose,red,0.07,0.26,0.32
2025,dandelion/3533167406_e9f4cf10bb_m.jpg,dandelion,yellow,0.06,0.15,0.2
1487,rose/3475572132_01ae28e834_n.jpg,rose,red,0.09,0.21,0.45
1825,dandelion/16242239484_51286673af.jpg,dandelion,yellow,0.1,0.15,0.2
805,sunflower/5955500463_6c08cb199e.jpg,sunflower,yellow,0.05,0.44,0.13
31,daisy/5434914569_e9b982fde0_n.jpg,daisy,white,0.06,0.44,0.21
2207,tulip/14487712670_aebe715525_m.jpg,tulip,pink,0.06,0.43,0.42
2318,tulip/13903988248_22da33f341.jpg,tulip,pink,0.09,0.24,0.4
1365,rose/6255593451_b8a3aa8f7a_m.jpg,rose,red,0.09,0.48,0.46
2482,tulip/14087860553_bf4f8ec56d.jpg,tulip,pink,0.09,0.47,0.27
1804,dandelion/17047231499_bd66c23641.jpg,dandelion,yellow,0.05,0.36,0.19
1534,dandelion/14728922673_99086a3818_n.jpg,dandelion,yellow,0.06,0.39,0.28
611,sunflower/21349789961_18ba1af5b7_n.jpg,sunflower,yellow,0.09,0.38,0.11
2598,tulip/15147464747_594599c855_m.jpg,tulip,pink,0.07,0.19,0.46
549,sunflower/15218871222_c104032ca1.jpg,sunflower,yellow,0.05,0.35,0.42
874,sunflower/10386522775_4f8c616999_m.jpg,sunflower,yellow,0.05,0.4,0.11
57,daisy/5632774792_0fa33d17eb_n.jpg,daisy,white,0.1,0.4,0.46
2512,tulip/4516198427_0e5099cd8e.jpg,tulip,pink,0.09,0.13,0.33
2144,tulip/4681062529_36186617d9.jpg,tulip,pink,0.05,0.43,0.31
2040,dandelion/17388674711_6dca8a2e8b_n.jpg,dandelion,yellow,0.07,0.28,0.16
1627,dandelion/5757012454_c37f305b73.jpg,dandelion,yellow,0.08,0.31,0.5
2489,tulip/15029962436_3e50c1f30f_n.jpg,tulip,pink,0.1,0.49,0.44
464,daisy/2641979584_2b21c3fe29_m.jpg,daisy,white,0.09,0.23,0.23
1454,rose/4724951744_61877ec101_n.jpg,rose,red,0.06,0.25,0.23
670,sunflower/14901528533_ac1ce09063.jpg,sunflower,yellow,0.08,0.29,0.37
164,daisy/9489270024_1b05f08492_m.jpg,daisy,white,0.07,0.37,0.34
1340,rose/16209331331_343c899d38.jpg,rose,red,0.08,0.36,0.33
350,daisy/10466558316_a7198b87e2.jpg,daisy,white,0.06,0.27,0.35
2449,tulip/4578030672_e6aefd45af.jpg,tulip,pink,0.07,0.22,0.31
302,daisy/5087720485_c0914fb623.jpg,daisy,white,0.09,0.32,0.23
2714,tulip/13910719110_1b21d1fc81.jpg,tulip,pink,0.08,0.31,0.14
375,daisy/7669550908_bc5a11276f_n.jpg,daisy,white,0.07,0.33,0.35
1460,rose/5979193298_639e877248.jpg,rose,red,0.1,0.24,0.3
118,daisy/5796562389_ae43c83317_m.jpg,daisy,white,0.07,0.25,0.2
2535,tulip/17159349572_c0c51599f7_n.jpg,tulip,pink,0.09,0.24,0.39
2364,tulip/5631861819_f0eb39a357_m.jpg,tulip,pink,0.06,0.35,0.38
